"Plot Title: 21444869"
"#","Date Time, GMT-08:00","Temp, °F (LGR S/N: 21444869, SEN S/N: 21444869)","Coupler Detached (LGR S/N: 21444869)","Coupler Attached (LGR S/N: 21444869)","Host Connected (LGR S/N: 21444869)","End Of File (LGR S/N: 21444869)"
62,06/22/23 05:15:00 AM,59.401,,,,
63,06/22/23 05:30:00 AM,59.358,,,,
64,06/22/23 05:45:00 AM,59.315,,,,
65,06/22/23 06:00:00 AM,59.315,,,,
66,06/22/23 06:15:00 AM,59.272,,,,
67,06/22/23 06:30:00 AM,59.272,,,,
68,06/22/23 06:45:00 AM,59.229,,,,
69,06/22/23 07:00:00 AM,59.185,,,,
70,06/22/23 07:15:00 AM,59.185,,,,
71,06/22/23 07:30:00 AM,59.142,,,,
72,06/22/23 07:45:00 AM,59.142,,,,
73,06/22/23 08:00:00 AM,59.142,,,,
74,06/22/23 08:15:00 AM,59.142,,,,
75,06/22/23 08:30:00 AM,59.142,,,,
76,06/22/23 08:45:00 AM,59.185,,,,
77,06/22/23 09:00:00 AM,59.185,,,,
78,06/22/23 09:15:00 AM,59.185,,,,
79,06/22/23 09:30:00 AM,59.229,,,,
80,06/22/23 09:45:00 AM,59.229,,,,
81,06/22/23 10:00:00 AM,59.272,,,,
82,06/22/23 10:15:00 AM,59.358,,,,
83,06/22/23 10:30:00 AM,59.486,,,,
84,06/22/23 10:45:00 AM,59.572,,,,
85,06/22/23 11:00:00 AM,59.702,,,,
86,06/22/23 11:15:00 AM,59.745,,,,
87,06/22/23 11:30:00 AM,59.830,,,,
88,06/22/23 11:45:00 AM,59.873,,,,
89,06/22/23 12:00:00 PM,59.916,,,,
90,06/22/23 12:15:00 PM,60.003,,,,
91,06/22/23 12:30:00 PM,60.046,,,,
92,06/22/23 12:45:00 PM,60.089,,,,
93,06/22/23 01:00:00 PM,60.089,,,,
94,06/22/23 01:15:00 PM,60.174,,,,
95,06/22/23 01:30:00 PM,60.217,,,,
96,06/22/23 01:45:00 PM,60.346,,,,
97,06/22/23 02:00:00 PM,60.433,,,,
98,06/22/23 02:15:00 PM,60.517,,,,
99,06/22/23 02:30:00 PM,60.561,,,,
100,06/22/23 02:45:00 PM,60.647,,,,
101,06/22/23 03:00:00 PM,60.733,,,,
102,06/22/23 03:15:00 PM,60.775,,,,
103,06/22/23 03:30:00 PM,60.818,,,,
104,06/22/23 03:45:00 PM,60.904,,,,
105,06/22/23 04:00:00 PM,60.904,,,,
106,06/22/23 04:15:00 PM,60.948,,,,
107,06/22/23 04:30:00 PM,60.991,,,,
108,06/22/23 04:45:00 PM,60.991,,,,
109,06/22/23 05:00:00 PM,61.119,,,,
110,06/22/23 05:15:00 PM,61.162,,,,
111,06/22/23 05:30:00 PM,61.248,,,,
112,06/22/23 05:45:00 PM,61.290,,,,
113,06/22/23 06:00:00 PM,61.333,,,,
114,06/22/23 06:15:00 PM,61.333,,,,
115,06/22/23 06:30:00 PM,61.333,,,,
116,06/22/23 06:45:00 PM,61.376,,,,
117,06/22/23 07:00:00 PM,61.376,,,,
118,06/22/23 07:15:00 PM,61.419,,,,
119,06/22/23 07:30:00 PM,61.462,,,,
120,06/22/23 07:45:00 PM,61.419,,,,
121,06/22/23 08:00:00 PM,61.376,,,,
122,06/22/23 08:15:00 PM,61.376,,,,
123,06/22/23 08:30:00 PM,61.290,,,,
124,06/22/23 08:45:00 PM,61.248,,,,
125,06/22/23 09:00:00 PM,61.248,,,,
126,06/22/23 09:15:00 PM,61.162,,,,
127,06/22/23 09:30:00 PM,61.119,,,,
128,06/22/23 09:45:00 PM,61.032,,,,
129,06/22/23 10:00:00 PM,60.991,,,,
130,06/22/23 10:15:00 PM,60.904,,,,
131,06/22/23 10:30:00 PM,60.861,,,,
132,06/22/23 10:45:00 PM,60.775,,,,
133,06/22/23 11:00:00 PM,60.647,,,,
134,06/22/23 11:15:00 PM,60.517,,,,
135,06/22/23 11:30:00 PM,60.390,,,,
136,06/22/23 11:45:00 PM,60.260,,,,
137,06/23/23 12:00:00 AM,60.132,,,,
138,06/23/23 12:15:00 AM,60.046,,,,
139,06/23/23 12:30:00 AM,59.959,,,,
140,06/23/23 12:45:00 AM,59.873,,,,
141,06/23/23 01:00:00 AM,59.788,,,,
142,06/23/23 01:15:00 AM,59.745,,,,
143,06/23/23 01:30:00 AM,59.659,,,,
144,06/23/23 01:45:00 AM,59.616,,,,
145,06/23/23 02:00:00 AM,59.572,,,,
146,06/23/23 02:15:00 AM,59.529,,,,
147,06/23/23 02:30:00 AM,59.445,,,,
148,06/23/23 02:45:00 AM,59.401,,,,
149,06/23/23 03:00:00 AM,59.358,,,,
150,06/23/23 03:15:00 AM,59.315,,,,
151,06/23/23 03:30:00 AM,59.229,,,,
152,06/23/23 03:45:00 AM,59.185,,,,
153,06/23/23 04:00:00 AM,59.142,,,,
154,06/23/23 04:15:00 AM,59.099,,,,
155,06/23/23 04:30:00 AM,59.056,,,,
156,06/23/23 04:45:00 AM,59.014,,,,
157,06/23/23 05:00:00 AM,58.971,,,,
158,06/23/23 05:15:00 AM,58.928,,,,
159,06/23/23 05:30:00 AM,58.928,,,,
160,06/23/23 05:45:00 AM,58.885,,,,
161,06/23/23 06:00:00 AM,58.885,,,,
162,06/23/23 06:15:00 AM,58.885,,,,
163,06/23/23 06:30:00 AM,58.842,,,,
164,06/23/23 06:45:00 AM,58.842,,,,
165,06/23/23 07:00:00 AM,58.842,,,,
166,06/23/23 07:15:00 AM,58.798,,,,
167,06/23/23 07:30:00 AM,58.798,,,,
168,06/23/23 07:45:00 AM,58.798,,,,
169,06/23/23 08:00:00 AM,58.798,,,,
170,06/23/23 08:15:00 AM,58.842,,,,
171,06/23/23 08:30:00 AM,58.842,,,,
172,06/23/23 08:45:00 AM,58.885,,,,
173,06/23/23 09:00:00 AM,58.885,,,,
174,06/23/23 09:15:00 AM,58.928,,,,
175,06/23/23 09:30:00 AM,59.014,,,,
176,06/23/23 09:45:00 AM,59.142,,,,
177,06/23/23 10:00:00 AM,59.229,,,,
178,06/23/23 10:15:00 AM,59.315,,,,
179,06/23/23 10:30:00 AM,59.445,,,,
180,06/23/23 10:45:00 AM,59.745,,,,
181,06/23/23 11:00:00 AM,59.873,,,,
182,06/23/23 11:15:00 AM,59.959,,,,
183,06/23/23 11:30:00 AM,60.217,,,,
184,06/23/23 11:45:00 AM,60.390,,,,
185,06/23/23 12:00:00 PM,60.561,,,,
186,06/23/23 12:15:00 PM,60.690,,,,
187,06/23/23 12:30:00 PM,60.861,,,,
188,06/23/23 12:45:00 PM,61.032,,,,
189,06/23/23 01:00:00 PM,61.205,,,,
190,06/23/23 01:15:00 PM,61.333,,,,
191,06/23/23 01:30:00 PM,61.419,,,,
192,06/23/23 01:45:00 PM,61.462,,,,
193,06/23/23 02:00:00 PM,61.547,,,,
194,06/23/23 02:15:00 PM,61.633,,,,
195,06/23/23 02:30:00 PM,61.720,,,,
196,06/23/23 02:45:00 PM,61.761,,,,
197,06/23/23 03:00:00 PM,61.761,,,,
198,06/23/23 03:15:00 PM,61.848,,,,
199,06/23/23 03:30:00 PM,61.891,,,,
200,06/23/23 03:45:00 PM,62.019,,,,
201,06/23/23 04:00:00 PM,62.062,,,,
202,06/23/23 04:15:00 PM,62.105,,,,
203,06/23/23 04:30:00 PM,62.105,,,,
204,06/23/23 04:45:00 PM,62.148,,,,
205,06/23/23 05:00:00 PM,62.191,,,,
206,06/23/23 05:15:00 PM,62.233,,,,
207,06/23/23 05:30:00 PM,62.362,,,,
208,06/23/23 05:45:00 PM,62.447,,,,
209,06/23/23 06:00:00 PM,62.533,,,,
210,06/23/23 06:15:00 PM,62.661,,,,
211,06/23/23 06:30:00 PM,62.704,,,,
212,06/23/23 06:45:00 PM,62.748,,,,
213,06/23/23 07:00:00 PM,62.748,,,,
214,06/23/23 07:15:00 PM,62.704,,,,
215,06/23/23 07:30:00 PM,62.704,,,,
216,06/23/23 07:45:00 PM,62.704,,,,
217,06/23/23 08:00:00 PM,62.704,,,,
218,06/23/23 08:15:00 PM,62.704,,,,
219,06/23/23 08:30:00 PM,62.704,,,,
220,06/23/23 08:45:00 PM,62.704,,,,
221,06/23/23 09:00:00 PM,62.661,,,,
222,06/23/23 09:15:00 PM,62.620,,,,
223,06/23/23 09:30:00 PM,62.620,,,,
224,06/23/23 09:45:00 PM,62.577,,,,
225,06/23/23 10:00:00 PM,62.533,,,,
226,06/23/23 10:15:00 PM,62.490,,,,
227,06/23/23 10:30:00 PM,62.447,,,,
228,06/23/23 10:45:00 PM,62.406,,,,
229,06/23/23 11:00:00 PM,62.319,,,,
230,06/23/23 11:15:00 PM,62.276,,,,
231,06/23/23 11:30:00 PM,62.191,,,,
232,06/23/23 11:45:00 PM,62.148,,,,
233,06/24/23 12:00:00 AM,62.105,,,,
234,06/24/23 12:15:00 AM,62.062,,,,
235,06/24/23 12:30:00 AM,61.977,,,,
236,06/24/23 12:45:00 AM,61.934,,,,
237,06/24/23 01:00:00 AM,61.891,,,,
238,06/24/23 01:15:00 AM,61.804,,,,
239,06/24/23 01:30:00 AM,61.761,,,,
240,06/24/23 01:45:00 AM,61.720,,,,
241,06/24/23 02:00:00 AM,61.677,,,,
242,06/24/23 02:15:00 AM,61.590,,,,
243,06/24/23 02:30:00 AM,61.506,,,,
244,06/24/23 02:45:00 AM,61.419,,,,
245,06/24/23 03:00:00 AM,61.376,,,,
246,06/24/23 03:15:00 AM,61.290,,,,
247,06/24/23 03:30:00 AM,61.205,,,,
248,06/24/23 03:45:00 AM,61.162,,,,
249,06/24/23 04:00:00 AM,61.075,,,,
250,06/24/23 04:15:00 AM,61.032,,,,
251,06/24/23 04:30:00 AM,60.991,,,,
252,06/24/23 04:45:00 AM,60.904,,,,
253,06/24/23 05:00:00 AM,60.861,,,,
254,06/24/23 05:15:00 AM,60.818,,,,
255,06/24/23 05:30:00 AM,60.733,,,,
256,06/24/23 05:45:00 AM,60.690,,,,
257,06/24/23 06:00:00 AM,60.647,,,,
258,06/24/23 06:15:00 AM,60.647,,,,
259,06/24/23 06:30:00 AM,60.604,,,,
260,06/24/23 06:45:00 AM,60.561,,,,
261,06/24/23 07:00:00 AM,60.561,,,,
262,06/24/23 07:15:00 AM,60.561,,,,
263,06/24/23 07:30:00 AM,60.561,,,,
264,06/24/23 07:45:00 AM,60.561,,,,
265,06/24/23 08:00:00 AM,60.604,,,,
266,06/24/23 08:15:00 AM,60.604,,,,
267,06/24/23 08:30:00 AM,60.604,,,,
268,06/24/23 08:45:00 AM,60.604,,,,
269,06/24/23 09:00:00 AM,60.647,,,,
270,06/24/23 09:15:00 AM,60.733,,,,
271,06/24/23 09:30:00 AM,60.818,,,,
272,06/24/23 09:45:00 AM,60.904,,,,
273,06/24/23 10:00:00 AM,60.991,,,,
274,06/24/23 10:15:00 AM,61.075,,,,
275,06/24/23 10:30:00 AM,61.119,,,,
276,06/24/23 10:45:00 AM,61.162,,,,
277,06/24/23 11:00:00 AM,61.290,,,,
278,06/24/23 11:15:00 AM,61.376,,,,
279,06/24/23 11:30:00 AM,61.506,,,,
280,06/24/23 11:45:00 AM,61.677,,,,
281,06/24/23 12:00:00 PM,61.848,,,,
282,06/24/23 12:15:00 PM,62.062,,,,
283,06/24/23 12:30:00 PM,62.447,,,,
284,06/24/23 12:45:00 PM,62.661,,,,
285,06/24/23 01:00:00 PM,63.048,,,,
286,06/24/23 01:15:00 PM,63.219,,,,
287,06/24/23 01:30:00 PM,63.262,,,,
288,06/24/23 01:45:00 PM,63.518,,,,
289,06/24/23 02:00:00 PM,63.433,,,,
290,06/24/23 02:15:00 PM,63.518,,,,
291,06/24/23 02:30:00 PM,63.648,,,,
292,06/24/23 02:45:00 PM,63.648,,,,
293,06/24/23 03:00:00 PM,63.732,,,,
294,06/24/23 03:15:00 PM,63.732,,,,
295,06/24/23 03:30:00 PM,63.903,,,,
296,06/24/23 03:45:00 PM,64.204,,,,
297,06/24/23 04:00:00 PM,64.204,,,,
298,06/24/23 04:15:00 PM,64.204,,,,
299,06/24/23 04:30:00 PM,64.247,,,,
300,06/24/23 04:45:00 PM,64.418,,,,
301,06/24/23 05:00:00 PM,64.459,,,,
302,06/24/23 05:15:00 PM,64.503,,,,
303,06/24/23 05:30:00 PM,64.632,,,,
304,06/24/23 05:45:00 PM,64.803,,,,
305,06/24/23 06:00:00 PM,64.674,,,,
306,06/24/23 06:15:00 PM,64.632,,,,
307,06/24/23 06:30:00 PM,64.546,,,,
308,06/24/23 06:45:00 PM,64.503,,,,
309,06/24/23 07:00:00 PM,64.418,,,,
310,06/24/23 07:15:00 PM,64.375,,,,
311,06/24/23 07:30:00 PM,64.288,,,,
312,06/24/23 07:45:00 PM,64.204,,,,
313,06/24/23 08:00:00 PM,64.117,,,,
314,06/24/23 08:15:00 PM,63.990,,,,
315,06/24/23 08:30:00 PM,63.903,,,,
316,06/24/23 08:45:00 PM,63.819,,,,
317,06/24/23 09:00:00 PM,63.732,,,,
318,06/24/23 09:15:00 PM,63.604,,,,
319,06/24/23 09:30:00 PM,63.475,,,,
320,06/24/23 09:45:00 PM,63.390,,,,
321,06/24/23 10:00:00 PM,63.304,,,,
322,06/24/23 10:15:00 PM,63.176,,,,
323,06/24/23 10:30:00 PM,63.090,,,,
324,06/24/23 10:45:00 PM,63.005,,,,
325,06/24/23 11:00:00 PM,62.875,,,,
326,06/24/23 11:15:00 PM,62.791,,,,
327,06/24/23 11:30:00 PM,62.704,,,,
328,06/24/23 11:45:00 PM,62.620,,,,
329,06/25/23 12:00:00 AM,62.533,,,,
330,06/25/23 12:15:00 AM,62.447,,,,
331,06/25/23 12:30:00 AM,62.362,,,,
332,06/25/23 12:45:00 AM,62.276,,,,
333,06/25/23 01:00:00 AM,62.233,,,,
334,06/25/23 01:15:00 AM,62.148,,,,
335,06/25/23 01:30:00 AM,62.062,,,,
336,06/25/23 01:45:00 AM,62.019,,,,
337,06/25/23 02:00:00 AM,61.977,,,,
338,06/25/23 02:15:00 AM,61.891,,,,
339,06/25/23 02:30:00 AM,61.848,,,,
340,06/25/23 02:45:00 AM,61.804,,,,
341,06/25/23 03:00:00 AM,61.720,,,,
342,06/25/23 03:15:00 AM,61.677,,,,
343,06/25/23 03:30:00 AM,61.590,,,,
344,06/25/23 03:45:00 AM,61.590,,,,
345,06/25/23 04:00:00 AM,61.547,,,,
346,06/25/23 04:15:00 AM,61.462,,,,
347,06/25/23 04:30:00 AM,61.419,,,,
348,06/25/23 04:45:00 AM,61.376,,,,
349,06/25/23 05:00:00 AM,61.333,,,,
350,06/25/23 05:15:00 AM,61.248,,,,
351,06/25/23 05:30:00 AM,61.205,,,,
352,06/25/23 05:45:00 AM,61.162,,,,
353,06/25/23 06:00:00 AM,61.075,,,,
354,06/25/23 06:15:00 AM,61.075,,,,
355,06/25/23 06:30:00 AM,60.991,,,,
356,06/25/23 06:45:00 AM,60.991,,,,
357,06/25/23 07:00:00 AM,60.948,,,,
358,06/25/23 07:15:00 AM,60.904,,,,
359,06/25/23 07:30:00 AM,60.861,,,,
360,06/25/23 07:45:00 AM,60.818,,,,
361,06/25/23 08:00:00 AM,60.775,,,,
362,06/25/23 08:15:00 AM,60.733,,,,
363,06/25/23 08:30:00 AM,60.733,,,,
364,06/25/23 08:45:00 AM,60.690,,,,
365,06/25/23 09:00:00 AM,60.690,,,,
366,06/25/23 09:15:00 AM,60.775,,,,
367,06/25/23 09:30:00 AM,60.818,,,,
368,06/25/23 09:45:00 AM,60.733,,,,
369,06/25/23 10:00:00 AM,60.690,,,,
370,06/25/23 10:15:00 AM,60.604,,,,
371,06/25/23 10:30:00 AM,60.561,,,,
372,06/25/23 10:45:00 AM,60.474,,,,
373,06/25/23 11:00:00 AM,60.433,,,,
374,06/25/23 11:15:00 AM,60.474,,,,
375,06/25/23 11:30:00 AM,60.474,,,,
376,06/25/23 11:45:00 AM,60.433,,,,
377,06/25/23 12:00:00 PM,60.474,,,,
378,06/25/23 12:15:00 PM,60.433,,,,
379,06/25/23 12:30:00 PM,60.433,,,,
380,06/25/23 12:45:00 PM,60.474,,,,
381,06/25/23 01:00:00 PM,60.474,,,,
382,06/25/23 01:15:00 PM,60.474,,,,
383,06/25/23 01:30:00 PM,60.474,,,,
384,06/25/23 01:45:00 PM,60.517,,,,
385,06/25/23 02:00:00 PM,60.561,,,,
386,06/25/23 02:15:00 PM,60.690,,,,
387,06/25/23 02:30:00 PM,60.818,,,,
388,06/25/23 02:45:00 PM,60.904,,,,
389,06/25/23 03:00:00 PM,61.032,,,,
390,06/25/23 03:15:00 PM,61.205,,,,
391,06/25/23 03:30:00 PM,61.205,,,,
392,06/25/23 03:45:00 PM,61.205,,,,
393,06/25/23 04:00:00 PM,61.162,,,,
394,06/25/23 04:15:00 PM,61.290,,,,
395,06/25/23 04:30:00 PM,61.248,,,,
396,06/25/23 04:45:00 PM,61.248,,,,
397,06/25/23 05:00:00 PM,61.290,,,,
398,06/25/23 05:15:00 PM,61.290,,,,
399,06/25/23 05:30:00 PM,61.248,,,,
400,06/25/23 05:45:00 PM,61.290,,,,
401,06/25/23 06:00:00 PM,61.290,,,,
402,06/25/23 06:15:00 PM,61.248,,,,
403,06/25/23 06:30:00 PM,61.205,,,,
404,06/25/23 06:45:00 PM,61.205,,,,
405,06/25/23 07:00:00 PM,61.162,,,,
406,06/25/23 07:15:00 PM,61.075,,,,
407,06/25/23 07:30:00 PM,60.991,,,,
408,06/25/23 07:45:00 PM,60.948,,,,
409,06/25/23 08:00:00 PM,60.861,,,,
410,06/25/23 08:15:00 PM,60.775,,,,
411,06/25/23 08:30:00 PM,60.733,,,,
412,06/25/23 08:45:00 PM,60.647,,,,
413,06/25/23 09:00:00 PM,60.561,,,,
414,06/25/23 09:15:00 PM,60.517,,,,
415,06/25/23 09:30:00 PM,60.433,,,,
416,06/25/23 09:45:00 PM,60.390,,,,
417,06/25/23 10:00:00 PM,60.303,,,,
418,06/25/23 10:15:00 PM,60.260,,,,
419,06/25/23 10:30:00 PM,60.217,,,,
420,06/25/23 10:45:00 PM,60.132,,,,
421,06/25/23 11:00:00 PM,60.089,,,,
422,06/25/23 11:15:00 PM,60.003,,,,
423,06/25/23 11:30:00 PM,59.959,,,,
424,06/25/23 11:45:00 PM,59.873,,,,
425,06/26/23 12:00:00 AM,59.830,,,,
426,06/26/23 12:15:00 AM,59.788,,,,
427,06/26/23 12:30:00 AM,59.702,,,,
428,06/26/23 12:45:00 AM,59.659,,,,
429,06/26/23 01:00:00 AM,59.616,,,,
430,06/26/23 01:15:00 AM,59.529,,,,
431,06/26/23 01:30:00 AM,59.486,,,,
432,06/26/23 01:45:00 AM,59.445,,,,
433,06/26/23 02:00:00 AM,59.358,,,,
434,06/26/23 02:15:00 AM,59.315,,,,
435,06/26/23 02:30:00 AM,59.272,,,,
436,06/26/23 02:45:00 AM,59.185,,,,
437,06/26/23 03:00:00 AM,59.142,,,,
438,06/26/23 03:15:00 AM,59.099,,,,
439,06/26/23 03:30:00 AM,59.056,,,,
440,06/26/23 03:45:00 AM,59.014,,,,
441,06/26/23 04:00:00 AM,58.928,,,,
442,06/26/23 04:15:00 AM,58.885,,,,
443,06/26/23 04:30:00 AM,58.842,,,,
444,06/26/23 04:45:00 AM,58.798,,,,
445,06/26/23 05:00:00 AM,58.755,,,,
446,06/26/23 05:15:00 AM,58.712,,,,
447,06/26/23 05:30:00 AM,58.669,,,,
448,06/26/23 05:45:00 AM,58.626,,,,
449,06/26/23 06:00:00 AM,58.582,,,,
450,06/26/23 06:15:00 AM,58.541,,,,
451,06/26/23 06:30:00 AM,58.541,,,,
452,06/26/23 06:45:00 AM,58.498,,,,
453,06/26/23 07:00:00 AM,58.498,,,,
454,06/26/23 07:15:00 AM,58.498,,,,
455,06/26/23 07:30:00 AM,58.498,,,,
456,06/26/23 07:45:00 AM,58.498,,,,
457,06/26/23 08:00:00 AM,58.498,,,,
458,06/26/23 08:15:00 AM,58.498,,,,
459,06/26/23 08:30:00 AM,58.498,,,,
460,06/26/23 08:45:00 AM,58.541,,,,
461,06/26/23 09:00:00 AM,58.582,,,,
462,06/26/23 09:15:00 AM,58.582,,,,
463,06/26/23 09:30:00 AM,58.626,,,,
464,06/26/23 09:45:00 AM,58.669,,,,
465,06/26/23 10:00:00 AM,58.755,,,,
466,06/26/23 10:15:00 AM,58.798,,,,
467,06/26/23 10:30:00 AM,58.842,,,,
468,06/26/23 10:45:00 AM,58.885,,,,
469,06/26/23 11:00:00 AM,58.928,,,,
470,06/26/23 11:15:00 AM,58.971,,,,
471,06/26/23 11:30:00 AM,59.056,,,,
472,06/26/23 11:45:00 AM,59.142,,,,
473,06/26/23 12:00:00 PM,59.272,,,,
474,06/26/23 12:15:00 PM,59.445,,,,
475,06/26/23 12:30:00 PM,59.572,,,,
476,06/26/23 12:45:00 PM,59.659,,,,
477,06/26/23 01:00:00 PM,59.788,,,,
478,06/26/23 01:15:00 PM,59.788,,,,
479,06/26/23 01:30:00 PM,59.830,,,,
480,06/26/23 01:45:00 PM,59.916,,,,
481,06/26/23 02:00:00 PM,60.089,,,,
482,06/26/23 02:15:00 PM,60.217,,,,
483,06/26/23 02:30:00 PM,60.174,,,,
484,06/26/23 02:45:00 PM,60.132,,,,
485,06/26/23 03:00:00 PM,60.089,,,,
486,06/26/23 03:15:00 PM,60.046,,,,
487,06/26/23 03:30:00 PM,59.959,,,,
488,06/26/23 03:45:00 PM,59.873,,,,
489,06/26/23 04:00:00 PM,59.830,,,,
490,06/26/23 04:15:00 PM,59.788,,,,
491,06/26/23 04:30:00 PM,59.745,,,,
492,06/26/23 04:45:00 PM,59.702,,,,
493,06/26/23 05:00:00 PM,59.702,,,,
494,06/26/23 05:15:00 PM,59.702,,,,
495,06/26/23 05:30:00 PM,59.788,,,,
496,06/26/23 05:45:00 PM,59.788,,,,
497,06/26/23 06:00:00 PM,59.788,,,,
498,06/26/23 06:15:00 PM,59.788,,,,
499,06/26/23 06:30:00 PM,59.788,,,,
500,06/26/23 06:45:00 PM,59.745,,,,
501,06/26/23 07:00:00 PM,59.702,,,,
502,06/26/23 07:15:00 PM,59.659,,,,
503,06/26/23 07:30:00 PM,59.659,,,,
504,06/26/23 07:45:00 PM,59.659,,,,
505,06/26/23 08:00:00 PM,59.616,,,,
506,06/26/23 08:15:00 PM,59.572,,,,
507,06/26/23 08:30:00 PM,59.572,,,,
508,06/26/23 08:45:00 PM,59.529,,,,
509,06/26/23 09:00:00 PM,59.529,,,,
510,06/26/23 09:15:00 PM,59.486,,,,
511,06/26/23 09:30:00 PM,59.445,,,,
512,06/26/23 09:45:00 PM,59.401,,,,
513,06/26/23 10:00:00 PM,59.358,,,,
514,06/26/23 10:15:00 PM,59.358,,,,
515,06/26/23 10:30:00 PM,59.315,,,,
516,06/26/23 10:45:00 PM,59.272,,,,
517,06/26/23 11:00:00 PM,59.229,,,,
518,06/26/23 11:15:00 PM,59.185,,,,
519,06/26/23 11:30:00 PM,59.142,,,,
520,06/26/23 11:45:00 PM,59.099,,,,
521,06/27/23 12:00:00 AM,59.014,,,,
522,06/27/23 12:15:00 AM,58.971,,,,
523,06/27/23 12:30:00 AM,58.928,,,,
524,06/27/23 12:45:00 AM,58.885,,,,
525,06/27/23 01:00:00 AM,58.842,,,,
526,06/27/23 01:15:00 AM,58.755,,,,
527,06/27/23 01:30:00 AM,58.712,,,,
528,06/27/23 01:45:00 AM,58.669,,,,
529,06/27/23 02:00:00 AM,58.626,,,,
530,06/27/23 02:15:00 AM,58.582,,,,
531,06/27/23 02:30:00 AM,58.498,,,,
532,06/27/23 02:45:00 AM,58.455,,,,
533,06/27/23 03:00:00 AM,58.411,,,,
534,06/27/23 03:15:00 AM,58.368,,,,
535,06/27/23 03:30:00 AM,58.325,,,,
536,06/27/23 03:45:00 AM,58.282,,,,
537,06/27/23 04:00:00 AM,58.239,,,,
538,06/27/23 04:15:00 AM,58.195,,,,
539,06/27/23 04:30:00 AM,58.152,,,,
540,06/27/23 04:45:00 AM,58.109,,,,
541,06/27/23 05:00:00 AM,58.066,,,,
542,06/27/23 05:15:00 AM,58.023,,,,
543,06/27/23 05:30:00 AM,57.979,,,,
544,06/27/23 05:45:00 AM,57.979,,,,
545,06/27/23 06:00:00 AM,57.936,,,,
546,06/27/23 06:15:00 AM,57.893,,,,
547,06/27/23 06:30:00 AM,57.893,,,,
548,06/27/23 06:45:00 AM,57.850,,,,
